date,hour,area,electricity demand(MWh)
2021-03-26,12,제주도,500955
2021-03-26,13,제주도,476039
2021-03-26,14,제주도,487872
2021-03-26,15,제주도,500890
2021-03-26,16,제주도,521925
2021-03-26,17,제주도,564856
2021-03-26,18,제주도,617760
2021-03-26,19,제주도,689414
2021-03-26,20,제주도,764430
2021-03-26,21,제주도,773194
2021-03-26,22,제주도,764555
2021-03-26,23,제주도,749624
2021-03-26,24,제주도,737943
2021-03-27,1,제주도,691198
2021-03-27,2,제주도,634485
2021-03-27,3,제주도,607289
2021-03-27,4,제주도,609822
2021-03-27,5,제주도,606301
2021-03-27,6,제주도,622845
2021-03-27,7,제주도,637984
2021-03-27,8,제주도,607990
2021-03-27,9,제주도,584011
2021-03-27,10,제주도,586687
2021-03-27,11,제주도,613958
2021-03-27,12,제주도,616179
2021-03-27,13,제주도,615616
2021-03-27,14,제주도,652158
2021-03-27,15,제주도,675432
2021-03-27,16,제주도,679613
2021-03-27,17,제주도,688737
2021-03-27,18,제주도,718351
2021-03-27,19,제주도,725542
2021-03-27,20,제주도,724022
2021-03-27,21,제주도,709596
2021-03-27,22,제주도,688396
2021-03-27,23,제주도,673856
2021-03-27,24,제주도,666028
2021-03-28,1,제주도,626817
2021-03-28,2,제주도,595265
2021-03-28,3,제주도,574988
2021-03-28,4,제주도,565675
2021-03-28,5,제주도,582229
2021-03-28,6,제주도,608227
2021-03-28,7,제주도,627363
2021-03-28,8,제주도,598480
2021-03-28,9,제주도,559078
2021-03-28,10,제주도,548230
2021-03-28,11,제주도,511240
2021-03-28,12,제주도,507013
2021-03-28,13,제주도,479115
2021-03-28,14,제주도,479742
2021-03-28,15,제주도,485390
2021-03-28,16,제주도,508016
2021-03-28,17,제주도,541157
2021-03-28,18,제주도,593425
2021-03-28,19,제주도,662846
2021-03-28,20,제주도,736625
2021-03-28,21,제주도,750379
2021-03-28,22,제주도,744934
2021-03-28,23,제주도,731853
2021-03-28,24,제주도,715247
2021-03-29,1,제주도,671416
2021-03-29,2,제주도,641427
2021-03-29,3,제주도,615854
2021-03-29,4,제주도,596841
2021-03-29,5,제주도,599781
2021-03-29,6,제주도,618681
2021-03-29,7,제주도,645276
2021-03-29,8,제주도,633964
2021-03-29,9,제주도,612839
2021-03-29,10,제주도,579567
2021-03-29,11,제주도,554184
2021-03-29,12,제주도,528088
2021-03-29,13,제주도,502950
2021-03-29,14,제주도,515043
2021-03-29,15,제주도,522714
2021-03-29,16,제주도,547250
2021-03-29,17,제주도,584586
2021-03-29,18,제주도,627208
2021-03-29,19,제주도,689300
2021-03-29,20,제주도,758202
2021-03-29,21,제주도,769563
2021-03-29,22,제주도,755543
2021-03-29,23,제주도,734071
2021-03-29,24,제주도,720514
2021-03-30,1,제주도,672790
2021-03-30,2,제주도,638080
2021-03-30,3,제주도,623789
2021-03-30,4,제주도,613418
2021-03-30,5,제주도,601619
2021-03-30,6,제주도,625851
2021-03-30,7,제주도,648912
2021-03-30,8,제주도,635095
2021-03-30,9,제주도,582096
2021-03-30,10,제주도,554215
2021-03-30,11,제주도,521886
2021-03-30,12,제주도,496803
2021-03-30,13,제주도,470795
2021-03-30,14,제주도,482832
2021-03-30,15,제주도,498123
2021-03-30,16,제주도,520417
2021-03-30,17,제주도,561329
2021-03-30,18,제주도,614573
2021-03-30,19,제주도,688436
2021-03-30,20,제주도,767256
2021-03-30,21,제주도,777802
2021-03-30,22,제주도,768918
2021-03-30,23,제주도,753940
2021-03-30,24,제주도,738899
2021-03-31,1,제주도,691704
2021-03-31,2,제주도,659243
2021-03-31,3,제주도,636893
2021-03-31,4,제주도,624142
2021-03-31,5,제주도,620482
2021-03-31,6,제주도,632610
2021-03-31,7,제주도,647763
2021-03-31,8,제주도,621461
2021-03-31,9,제주도,575001
2021-03-31,10,제주도,543718
2021-03-31,11,제주도,518996
2021-03-31,12,제주도,519725
2021-03-31,13,제주도,530786
2021-03-31,14,제주도,574510
2021-03-31,15,제주도,601516
2021-03-31,16,제주도,617846
2021-03-31,17,제주도,642941
2021-03-31,18,제주도,681787
2021-03-31,19,제주도,711713
2021-03-31,20,제주도,745567
2021-03-31,21,제주도,739317
2021-03-31,22,제주도,718822
2021-03-31,23,제주도,699314
2021-03-31,24,제주도,683321
2021-04-01,1,제주도,636843
2021-04-01,2,제주도,605338
2021-04-01,3,제주도,588764
2021-04-01,4,제주도,576736
2021-04-01,5,제주도,580794
2021-04-01,6,제주도,596766
2021-04-01,7,제주도,618464
2021-04-01,8,제주도,626946
2021-04-01,9,제주도,625082
2021-04-01,10,제주도,614830
2021-04-01,11,제주도,624351
2021-04-01,12,제주도,627433
2021-04-01,13,제주도,637754
2021-04-01,14,제주도,662785
2021-04-01,15,제주도,680619
2021-04-01,16,제주도,721525
2021-04-01,17,제주도,753499
2021-04-01,18,제주도,772737
2021-04-01,19,제주도,776673
2021-04-01,20,제주도,782048
2021-04-01,21,제주도,765315
2021-04-01,22,제주도,736451
2021-04-01,23,제주도,713968
2021-04-01,24,제주도,683873
2021-04-02,1,제주도,654464
2021-04-02,2,제주도,624537
2021-04-02,3,제주도,599830
2021-04-02,4,제주도,588751
2021-04-02,5,제주도,587040
2021-04-02,6,제주도,598368
2021-04-02,7,제주도,619404
2021-04-02,8,제주도,623820
2021-04-02,9,제주도,622033
2021-04-02,10,제주도,622164
2021-04-02,11,제주도,594414
2021-04-02,12,제주도,583739
2021-04-02,13,제주도,576794
2021-04-02,14,제주도,600032
2021-04-02,15,제주도,611661
2021-04-02,16,제주도,622881
2021-04-02,17,제주도,639792
2021-04-02,18,제주도,664076
2021-04-02,19,제주도,692402
2021-04-02,20,제주도,717299
2021-04-02,21,제주도,709342
2021-04-02,22,제주도,692807
2021-04-02,23,제주도,677017
2021-04-02,24,제주도,663749
2021-04-03,1,제주도,620826
2021-04-03,2,제주도,587971
2021-04-03,3,제주도,566016
2021-04-03,4,제주도,551839
2021-04-03,5,제주도,550673
2021-04-03,6,제주도,562309
2021-04-03,7,제주도,576638
2021-04-03,8,제주도,592156
2021-04-03,9,제주도,617862
2021-04-03,10,제주도,638921
2021-04-03,11,제주도,652225
2021-04-03,12,제주도,663132
2021-04-03,13,제주도,651539
2021-04-03,14,제주도,652490
2021-04-03,15,제주도,632681
2021-04-03,16,제주도,615153
2021-04-03,17,제주도,603048
2021-04-03,18,제주도,624442
2021-04-03,19,제주도,673749
2021-04-03,20,제주도,712459
2021-04-03,21,제주도,704450
2021-04-03,22,제주도,694722
2021-04-03,23,제주도,682778
2021-04-03,24,제주도,674700
2021-04-04,1,제주도,625992
2021-04-04,2,제주도,594856
2021-04-04,3,제주도,578585
2021-04-04,4,제주도,569572
2021-04-04,5,제주도,575540
2021-04-04,6,제주도,588768
2021-04-04,7,제주도,596730
2021-04-04,8,제주도,590988
2021-04-04,9,제주도,579004
2021-04-04,10,제주도,583470
2021-04-04,11,제주도,583619
2021-04-04,12,제주도,593717
2021-04-04,13,제주도,586840
2021-04-04,14,제주도,589607
2021-04-04,15,제주도,598348
2021-04-04,16,제주도,607429
2021-04-04,17,제주도,628614
2021-04-04,18,제주도,660074
2021-04-04,19,제주도,701915
2021-04-04,20,제주도,733365
2021-04-04,21,제주도,732218
2021-04-04,22,제주도,721327
2021-04-04,23,제주도,709897
2021-04-04,24,제주도,693972
2021-04-05,1,제주도,650727
2021-04-05,2,제주도,625484
2021-04-05,3,제주도,607049
2021-04-05,4,제주도,599073
2021-04-05,5,제주도,604490
2021-04-05,6,제주도,622618
2021-04-05,7,제주도,649319
2021-04-05,8,제주도,624901
2021-04-05,9,제주도,594379
2021-04-05,10,제주도,583879
2021-04-05,11,제주도,544030
2021-04-05,12,제주도,498858
2021-04-05,13,제주도,469717
2021-04-05,14,제주도,480529
2021-04-05,15,제주도,485098
2021-04-05,16,제주도,508188
2021-04-05,17,제주도,557654
2021-04-05,18,제주도,617889
2021-04-05,19,제주도,713048
2021-04-05,20,제주도,801258
2021-04-05,21,제주도,806959
2021-04-05,22,제주도,792687
2021-04-05,23,제주도,773765
2021-04-05,24,제주도,752294
2021-04-06,1,제주도,696036
2021-04-06,2,제주도,651871
2021-04-06,3,제주도,628214
2021-04-06,4,제주도,616925
2021-04-06,5,제주도,622091
2021-04-06,6,제주도,641913
2021-04-06,7,제주도,652365
2021-04-06,8,제주도,636052
2021-04-06,9,제주도,572803
2021-04-06,10,제주도,538315
2021-04-06,11,제주도,509147
2021-04-06,12,제주도,482672
2021-04-06,13,제주도,467234
2021-04-06,14,제주도,474920
2021-04-06,15,제주도,493144
2021-04-06,16,제주도,511055
2021-04-06,17,제주도,555397
2021-04-06,18,제주도,613847
2021-04-06,19,제주도,688061
2021-04-06,20,제주도,776791
2021-04-06,21,제주도,790468
2021-04-06,22,제주도,772476
2021-04-06,23,제주도,748111
2021-04-06,24,제주도,729240
2021-04-07,1,제주도,683775
2021-04-07,2,제주도,657249
2021-04-07,3,제주도,639707
2021-04-07,4,제주도,632201
2021-04-07,5,제주도,635722
2021-04-07,6,제주도,653348
2021-04-07,7,제주도,667446
2021-04-07,8,제주도,610489
2021-04-07,9,제주도,575509
2021-04-07,10,제주도,552850
2021-04-07,11,제주도,518715
2021-04-07,12,제주도,491775
2021-04-07,13,제주도,465768
2021-04-07,14,제주도,499884
2021-04-07,15,제주도,523914
2021-04-07,16,제주도,541356
2021-04-07,17,제주도,575729
2021-04-07,18,제주도,619635
2021-04-07,19,제주도,693644
2021-04-07,20,제주도,763422
2021-04-07,21,제주도,763732
2021-04-07,22,제주도,745783
2021-04-07,23,제주도,721506
2021-04-07,24,제주도,698701
2021-04-08,1,제주도,658017
2021-04-08,2,제주도,625731
2021-04-08,3,제주도,605528
2021-04-08,4,제주도,597541
2021-04-08,5,제주도,600882
2021-04-08,6,제주도,627334
2021-04-08,7,제주도,643423
2021-04-08,8,제주도,625445
2021-04-08,9,제주도,599378
2021-04-08,10,제주도,582615
2021-04-08,11,제주도,563775
2021-04-08,12,제주도,506477
2021-04-08,13,제주도,469105
2021-04-08,14,제주도,475981
2021-04-08,15,제주도,486183
2021-04-08,16,제주도,508677
2021-04-08,17,제주도,550962
2021-04-08,18,제주도,614888
2021-04-08,19,제주도,695845
2021-04-08,20,제주도,782005
2021-04-08,21,제주도,798433
2021-04-08,22,제주도,786149
2021-04-08,23,제주도,766832
2021-04-08,24,제주도,747523
2021-04-09,1,제주도,711855
2021-04-09,2,제주도,682741
2021-04-09,3,제주도,660045
2021-04-09,4,제주도,649535
2021-04-09,5,제주도,657250
2021-04-09,6,제주도,673412
2021-04-09,7,제주도,677842
2021-04-09,8,제주도,618415
2021-04-09,9,제주도,577636
2021-04-09,10,제주도,545570
2021-04-09,11,제주도,524483
2021-04-09,12,제주도,500797
2021-04-09,13,제주도,489995
2021-04-09,14,제주도,517082
2021-04-09,15,제주도,550040
2021-04-09,16,제주도,572881
2021-04-09,17,제주도,592975
2021-04-09,18,제주도,628725
2021-04-09,19,제주도,686682
2021-04-09,20,제주도,754893
2021-04-09,21,제주도,758189
2021-04-09,22,제주도,743914
2021-04-09,23,제주도,721752
2021-04-09,24,제주도,701991
2021-04-10,1,제주도,663126
2021-04-10,2,제주도,643834
2021-04-10,3,제주도,632021
2021-04-10,4,제주도,629167
2021-04-10,5,제주도,629092
2021-04-10,6,제주도,644916
2021-04-10,7,제주도,635455
2021-04-10,8,제주도,582014
2021-04-10,9,제주도,537317
2021-04-10,10,제주도,507518
2021-04-10,11,제주도,480430
2021-04-10,12,제주도,468232
2021-04-10,13,제주도,472067
2021-04-10,14,제주도,461531
2021-04-10,15,제주도,447313
2021-04-10,16,제주도,473230
2021-04-10,17,제주도,525623
2021-04-10,18,제주도,587233
2021-04-10,19,제주도,669609
2021-04-10,20,제주도,756161
2021-04-10,21,제주도,775313
2021-04-10,22,제주도,769379
2021-04-10,23,제주도,756112
2021-04-10,24,제주도,743510
2021-04-11,1,제주도,701817
2021-04-11,2,제주도,671108
2021-04-11,3,제주도,646545
2021-04-11,4,제주도,632339
2021-04-11,5,제주도,635241
2021-04-11,6,제주도,647612
2021-04-11,7,제주도,643160
2021-04-11,8,제주도,573255
2021-04-11,9,제주도,502977
2021-04-11,10,제주도,477426
2021-04-11,11,제주도,453173
2021-04-11,12,제주도,428315
2021-04-11,13,제주도,417279
2021-04-11,14,제주도,417471
2021-04-11,15,제주도,428502
2021-04-11,16,제주도,449776
2021-04-11,17,제주도,499998
2021-04-11,18,제주도,570741
2021-04-11,19,제주도,653847
2021-04-11,20,제주도,713062
2021-04-11,21,제주도,715011
2021-04-11,22,제주도,700628
2021-04-11,23,제주도,678220
2021-04-11,24,제주도,662701
2021-04-12,1,제주도,614616
2021-04-12,2,제주도,583293
2021-04-12,3,제주도,564139
2021-04-12,4,제주도,554948
2021-04-12,5,제주도,559617
2021-04-12,6,제주도,572424
2021-04-12,7,제주도,596308
2021-04-12,8,제주도,616712
2021-04-12,9,제주도,684546
2021-04-12,10,제주도,718589
2021-04-12,11,제주도,725472
2021-04-12,12,제주도,727449
2021-04-12,13,제주도,716987
2021-04-12,14,제주도,711147
2021-04-12,15,제주도,705201
2021-04-12,16,제주도,713305
2021-04-12,17,제주도,744280
2021-04-12,18,제주도,767881
2021-04-12,19,제주도,765152
2021-04-12,20,제주도,767957
2021-04-12,21,제주도,748406
2021-04-12,22,제주도,717551
2021-04-12,23,제주도,692444
2021-04-12,24,제주도,680119
2021-04-13,1,제주도,643580
2021-04-13,2,제주도,626123
2021-04-13,3,제주도,610285
2021-04-13,4,제주도,607595
2021-04-13,5,제주도,612952
2021-04-13,6,제주도,629516
2021-04-13,7,제주도,639468
2021-04-13,8,제주도,625502
2021-04-13,9,제주도,653797
2021-04-13,10,제주도,654719
2021-04-13,11,제주도,649109
2021-04-13,12,제주도,610776
2021-04-13,13,제주도,565670
2021-04-13,14,제주도,564793
2021-04-13,15,제주도,608241
2021-04-13,16,제주도,632621
2021-04-13,17,제주도,636801
2021-04-13,18,제주도,652737
2021-04-13,19,제주도,708000
2021-04-13,20,제주도,796466
2021-04-13,21,제주도,800407
2021-04-13,22,제주도,790190
2021-04-13,23,제주도,773745
2021-04-13,24,제주도,759882
2021-04-14,1,제주도,715445
2021-04-14,2,제주도,681600
2021-04-14,3,제주도,665229
2021-04-14,4,제주도,655676
2021-04-14,5,제주도,661680
2021-04-14,6,제주도,674703
2021-04-14,7,제주도,682512
2021-04-14,8,제주도,679557
2021-04-14,9,제주도,662490
2021-04-14,10,제주도,657475
2021-04-14,11,제주도,582114
2021-04-14,12,제주도,508653
2021-04-14,13,제주도,476127
2021-04-14,14,제주도,487507
2021-04-14,15,제주도,500505
2021-04-14,16,제주도,528942
2021-04-14,17,제주도,575588
2021-04-14,18,제주도,632503
2021-04-14,19,제주도,721980
2021-04-14,20,제주도,823692
2021-04-14,21,제주도,813581
2021-04-14,22,제주도,800930
2021-04-14,23,제주도,785463
2021-04-14,24,제주도,775027
2021-04-15,1,제주도,727059
2021-04-15,2,제주도,695949
2021-04-15,3,제주도,675855
2021-04-15,4,제주도,664181
2021-04-15,5,제주도,667389
2021-04-15,6,제주도,684349
2021-04-15,7,제주도,694332
2021-04-15,8,제주도,630227
2021-04-15,9,제주도,578839
2021-04-15,10,제주도,558855
2021-04-15,11,제주도,531482
2021-04-15,12,제주도,499155
2021-04-15,13,제주도,479831
2021-04-15,14,제주도,513614
2021-04-15,15,제주도,538018
2021-04-15,16,제주도,575088
2021-04-15,17,제주도,606434
2021-04-15,18,제주도,621542
2021-04-15,19,제주도,682135
2021-04-15,20,제주도,775131
2021-04-15,21,제주도,793457
2021-04-15,22,제주도,780368
2021-04-15,23,제주도,754473
2021-04-15,24,제주도,721802
2021-04-16,1,제주도,674815
2021-04-16,2,제주도,633319
2021-04-16,3,제주도,605454
2021-04-16,4,제주도,596668
2021-04-16,5,제주도,598930
2021-04-16,6,제주도,623765
2021-04-16,7,제주도,647140
2021-04-16,8,제주도,590500
2021-04-16,9,제주도,564119
2021-04-16,10,제주도,546973
2021-04-16,11,제주도,527066
2021-04-16,12,제주도,506313
2021-04-16,13,제주도,484027
2021-04-16,14,제주도,499481
2021-04-16,15,제주도,540598
2021-04-16,16,제주도,576352
2021-04-16,17,제주도,589898
2021-04-16,18,제주도,632896
2021-04-16,19,제주도,676647
2021-04-16,20,제주도,729271
2021-04-16,21,제주도,741540
2021-04-16,22,제주도,729395
2021-04-16,23,제주도,705328
2021-04-16,24,제주도,688916
2021-04-17,1,제주도,647533
2021-04-17,2,제주도,614157
2021-04-17,3,제주도,595550
2021-04-17,4,제주도,586043
2021-04-17,5,제주도,591764
2021-04-17,6,제주도,616603
2021-04-17,7,제주도,629312
2021-04-17,8,제주도,579464
2021-04-17,9,제주도,545910
2021-04-17,10,제주도,514664
2021-04-17,11,제주도,516435
2021-04-17,12,제주도,463176
2021-04-17,13,제주도,448128
2021-04-17,14,제주도,451967
2021-04-17,15,제주도,459302
2021-04-17,16,제주도,473804
2021-04-17,17,제주도,522219
2021-04-17,18,제주도,590827
2021-04-17,19,제주도,694556
2021-04-17,20,제주도,787094
2021-04-17,21,제주도,799526
2021-04-17,22,제주도,790279
2021-04-17,23,제주도,773968
2021-04-17,24,제주도,760132
2021-04-18,1,제주도,717865
2021-04-18,2,제주도,684739
2021-04-18,3,제주도,668008
2021-04-18,4,제주도,659061
2021-04-18,5,제주도,662108
2021-04-18,6,제주도,674027
2021-04-18,7,제주도,657915
2021-04-18,8,제주도,566800
2021-04-18,9,제주도,504766
2021-04-18,10,제주도,470425
2021-04-18,11,제주도,441815
2021-04-18,12,제주도,421615
2021-04-18,13,제주도,410730
2021-04-18,14,제주도,419954
2021-04-18,15,제주도,425737
2021-04-18,16,제주도,450048
2021-04-18,17,제주도,503137
2021-04-18,18,제주도,579770
2021-04-18,19,제주도,676569
2021-04-18,20,제주도,760278
2021-04-18,21,제주도,770931
2021-04-18,22,제주도,765552
2021-04-18,23,제주도,752559
2021-04-18,24,제주도,746459
2021-04-19,1,제주도,710035
2021-04-19,2,제주도,685723
2021-04-19,3,제주도,672363
2021-04-19,4,제주도,665017
2021-04-19,5,제주도,666766
2021-04-19,6,제주도,682371
2021-04-19,7,제주도,676911
2021-04-19,8,제주도,599273
2021-04-19,9,제주도,556677
2021-04-19,10,제주도,532411
2021-04-19,11,제주도,508559
2021-04-19,12,제주도,483007
2021-04-19,13,제주도,463791
2021-04-19,14,제주도,475702
2021-04-19,15,제주도,491437
2021-04-19,16,제주도,516045
2021-04-19,17,제주도,557790
2021-04-19,18,제주도,615814
2021-04-19,19,제주도,678600
2021-04-19,20,제주도,768111
2021-04-19,21,제주도,789884
2021-04-19,22,제주도,784871
2021-04-19,23,제주도,770619
2021-04-19,24,제주도,750114
2021-04-20,1,제주도,718083
2021-04-20,2,제주도,689091
2021-04-20,3,제주도,675118
2021-04-20,4,제주도,668056
2021-04-20,5,제주도,669907
2021-04-20,6,제주도,686446
2021-04-20,7,제주도,681791
2021-04-20,8,제주도,598056
2021-04-20,9,제주도,561300
2021-04-20,10,제주도,538780
2021-04-20,11,제주도,512762
2021-04-20,12,제주도,486077
2021-04-20,13,제주도,465094
2021-04-20,14,제주도,479200
2021-04-20,15,제주도,493507
2021-04-20,16,제주도,525167
2021-04-20,17,제주도,576743
2021-04-20,18,제주도,615193
2021-04-20,19,제주도,668622
2021-04-20,20,제주도,754969
2021-04-20,21,제주도,769494
2021-04-20,22,제주도,755811
2021-04-20,23,제주도,727726
2021-04-20,24,제주도,719738
2021-04-21,1,제주도,687569
2021-04-21,2,제주도,660117
2021-04-21,3,제주도,652750
2021-04-21,4,제주도,647448
2021-04-21,5,제주도,642196
2021-04-21,6,제주도,651174
2021-04-21,7,제주도,646264
2021-04-21,8,제주도,580488
2021-04-21,9,제주도,570850
2021-04-21,10,제주도,562327
2021-04-21,11,제주도,533663
2021-04-21,12,제주도,495982
2021-04-21,13,제주도,480767
2021-04-21,14,제주도,499121
2021-04-21,15,제주도,513073
2021-04-21,16,제주도,536951
2021-04-21,17,제주도,574827
2021-04-21,18,제주도,625454
2021-04-21,19,제주도,665309
2021-04-21,20,제주도,707690
2021-04-21,21,제주도,713102
2021-04-21,22,제주도,696281
2021-04-21,23,제주도,657427
2021-04-21,24,제주도,638430
2021-04-22,1,제주도,613455
2021-04-22,2,제주도,587217
2021-04-22,3,제주도,568680
2021-04-22,4,제주도,553569
2021-04-22,5,제주도,559252
2021-04-22,6,제주도,572513
2021-04-22,7,제주도,583023
2021-04-22,8,제주도,575673
2021-04-22,9,제주도,588339
2021-04-22,10,제주도,572865
2021-04-22,11,제주도,556439
2021-04-22,12,제주도,554901
2021-04-22,13,제주도,541354
2021-04-22,14,제주도,552893
2021-04-22,15,제주도,556251
2021-04-22,16,제주도,572432
2021-04-22,17,제주도,589572
2021-04-22,18,제주도,628413
2021-04-22,19,제주도,668153
2021-04-22,20,제주도,700797
2021-04-22,21,제주도,697474
2021-04-22,22,제주도,681320
2021-04-22,23,제주도,663764
2021-04-22,24,제주도,642420
2021-04-23,1,제주도,603060
2021-04-23,2,제주도,573889
2021-04-23,3,제주도,551520
2021-04-23,4,제주도,540802
2021-04-23,5,제주도,542607
2021-04-23,6,제주도,559981
2021-04-23,7,제주도,578312
2021-04-23,8,제주도,599594
2021-04-23,9,제주도,608988
2021-04-23,10,제주도,598223
2021-04-23,11,제주도,578315
2021-04-23,12,제주도,512997
2021-04-23,13,제주도,476390
2021-04-23,14,제주도,495677
2021-04-23,15,제주도,524293
2021-04-23,16,제주도,563944
2021-04-23,17,제주도,605639
2021-04-23,18,제주도,634345
2021-04-23,19,제주도,663608
2021-04-23,20,제주도,705036
2021-04-23,21,제주도,707751
2021-04-23,22,제주도,693515
2021-04-23,23,제주도,676944
2021-04-23,24,제주도,654255
2021-04-24,1,제주도,611254
2021-04-24,2,제주도,580953
2021-04-24,3,제주도,562654
2021-04-24,4,제주도,553787
2021-04-24,5,제주도,550751
2021-04-24,6,제주도,561177
2021-04-24,7,제주도,566328
2021-04-24,8,제주도,567782
2021-04-24,9,제주도,582880
2021-04-24,10,제주도,565262
2021-04-24,11,제주도,555856
2021-04-24,12,제주도,517108
2021-04-24,13,제주도,501133
2021-04-24,14,제주도,499532
2021-04-24,15,제주도,498591
2021-04-24,16,제주도,522728
2021-04-24,17,제주도,553378
2021-04-24,18,제주도,600997
2021-04-24,19,제주도,647190
2021-04-24,20,제주도,693149
2021-04-24,21,제주도,708328
2021-04-24,22,제주도,699231
2021-04-24,23,제주도,682349
2021-04-24,24,제주도,665353
2021-04-25,1,제주도,627569
2021-04-25,2,제주도,604553
2021-04-25,3,제주도,585966
2021-04-25,4,제주도,574726
2021-04-25,5,제주도,574430
2021-04-25,6,제주도,590070
2021-04-25,7,제주도,582793
2021-04-25,8,제주도,518026
2021-04-25,9,제주도,482346
2021-04-25,10,제주도,458272
2021-04-25,11,제주도,438312
2021-04-25,12,제주도,422042
2021-04-25,13,제주도,415137
2021-04-25,14,제주도,418895
2021-04-25,15,제주도,444144
2021-04-25,16,제주도,480478
2021-04-25,17,제주도,521533
2021-04-25,18,제주도,577137
2021-04-25,19,제주도,630995
2021-04-25,20,제주도,692672
2021-04-25,21,제주도,711999
2021-04-25,22,제주도,701783
2021-04-25,23,제주도,684521
2021-04-25,24,제주도,670020
2021-04-26,1,제주도,627508
2021-04-26,2,제주도,602258
2021-04-26,3,제주도,586022
2021-04-26,4,제주도,581722
2021-04-26,5,제주도,585701
2021-04-26,6,제주도,600880
2021-04-26,7,제주도,599987
2021-04-26,8,제주도,559745
2021-04-26,9,제주도,556162
2021-04-26,10,제주도,532542
2021-04-26,11,제주도,510164
2021-04-26,12,제주도,484413
2021-04-26,13,제주도,463771
2021-04-26,14,제주도,478568
2021-04-26,15,제주도,490037
2021-04-26,16,제주도,518205
2021-04-26,17,제주도,561406
2021-04-26,18,제주도,615017
2021-04-26,19,제주도,665851
2021-04-26,20,제주도,733165
2021-04-26,21,제주도,747604
2021-04-26,22,제주도,735134
2021-04-26,23,제주도,713604
2021-04-26,24,제주도,696144
2021-04-27,1,제주도,655036
2021-04-27,2,제주도,624778
2021-04-27,3,제주도,603902
2021-04-27,4,제주도,585968
2021-04-27,5,제주도,590227
2021-04-27,6,제주도,601472
2021-04-27,7,제주도,599662
2021-04-27,8,제주도,559941
2021-04-27,9,제주도,580639
2021-04-27,10,제주도,599562
2021-04-27,11,제주도,587085
2021-04-27,12,제주도,548972
2021-04-27,13,제주도,515302
2021-04-27,14,제주도,508990
2021-04-27,15,제주도,573749
2021-04-27,16,제주도,606978
2021-04-27,17,제주도,631562
2021-04-27,18,제주도,660940
2021-04-27,19,제주도,685390
2021-04-27,20,제주도,710741
2021-04-27,21,제주도,688094
2021-04-27,22,제주도,683381
2021-04-27,23,제주도,664171
2021-04-27,24,제주도,646335
2021-04-28,1,제주도,601430
2021-04-28,2,제주도,573581
2021-04-28,3,제주도,553502
2021-04-28,4,제주도,542555
2021-04-28,5,제주도,546045
2021-04-28,6,제주도,561963
2021-04-28,7,제주도,577950
2021-04-28,8,제주도,570451
2021-04-28,9,제주도,604552
2021-04-28,10,제주도,585621
2021-04-28,11,제주도,564200
2021-04-28,12,제주도,563170
2021-04-28,13,제주도,518327
2021-04-28,14,제주도,526923
2021-04-28,15,제주도,556792
2021-04-28,16,제주도,557906
2021-04-28,17,제주도,602046
2021-04-28,18,제주도,647893
2021-04-28,19,제주도,672623
2021-04-28,20,제주도,709900
2021-04-28,21,제주도,717783
2021-04-28,22,제주도,701676
2021-04-28,23,제주도,674987
2021-04-28,24,제주도,654923
2021-04-29,1,제주도,611843
2021-04-29,2,제주도,581980
2021-04-29,3,제주도,562761
2021-04-29,4,제주도,555277
2021-04-29,5,제주도,558619
2021-04-29,6,제주도,570367
2021-04-29,7,제주도,590655
2021-04-29,8,제주도,603513
2021-04-29,9,제주도,588797
2021-04-29,10,제주도,541194
2021-04-29,11,제주도,518043
2021-04-29,12,제주도,494372
2021-04-29,13,제주도,472137
2021-04-29,14,제주도,487667
2021-04-29,15,제주도,503971
2021-04-29,16,제주도,532007
2021-04-29,17,제주도,573614
2021-04-29,18,제주도,619742
2021-04-29,19,제주도,655811
2021-04-29,20,제주도,711303
2021-04-29,21,제주도,728122
2021-04-29,22,제주도,714959
2021-04-29,23,제주도,689394
2021-04-29,24,제주도,651100
2021-04-30,1,제주도,623746
2021-04-30,2,제주도,606089
2021-04-30,3,제주도,588610
2021-04-30,4,제주도,569483
2021-04-30,5,제주도,558585
2021-04-30,6,제주도,570909
2021-04-30,7,제주도,573583
2021-04-30,8,제주도,544008
2021-04-30,9,제주도,534362
2021-04-30,10,제주도,516106
2021-04-30,11,제주도,499685
2021-04-30,12,제주도,479427
2021-04-30,13,제주도,457191
2021-04-30,14,제주도,474738
2021-04-30,15,제주도,491809
2021-04-30,16,제주도,519328
2021-04-30,17,제주도,559459
2021-04-30,18,제주도,615936
2021-04-30,19,제주도,664864
2021-04-30,20,제주도,702585
2021-04-30,21,제주도,706458
2021-04-30,22,제주도,691968
2021-04-30,23,제주도,679095
2021-04-30,24,제주도,674152
2021-05-01,1,제주도,636856
2021-05-01,2,제주도,607548
2021-05-01,3,제주도,584146
2021-05-01,4,제주도,583414
2021-05-01,5,제주도,586121
2021-05-01,6,제주도,580903
2021-05-01,7,제주도,575434
2021-05-01,8,제주도,537702
2021-05-01,9,제주도,552037
2021-05-01,10,제주도,566855
2021-05-01,11,제주도,552059
2021-05-01,12,제주도,472778
2021-05-01,13,제주도,432731
2021-05-01,14,제주도,450450
2021-05-01,15,제주도,470666
2021-05-01,16,제주도,465380
2021-05-01,17,제주도,500852
2021-05-01,18,제주도,575737
2021-05-01,19,제주도,645952
2021-05-01,20,제주도,714402
